case_id,split,evaluation_contract,company,mechanism,cutoff,target,horizon,metric,profit_metric,unit,actual,v70,v71,confidence,human_required,source_ids,point_in_time_note,v70_point_error,v70_margin_error_pp,v70_direction_correct,v70_sign_correct,v70_low,v70_high,v70_hit,v70_interval_score,v71_point_error,v71_margin_error_pp,v71_direction_correct,v71_sign_correct,v71_low,v71_high,v71_hit,v71_interval_score
AWS@FY2016,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2016,FY2017,1,revenue,segment operating income,USD bn,17.459,18.0918731726,17.2,80%,False,AMZN_2017_10K / AMZN_2018_10K / AMZN_2019_10K,"Usage grew rapidly while effective prices declined. Separate usage, price and product/customer mix.",0.03624910777249557,,True,,16.28268585534,19.90106048986,True,0.20724982155449923,0.014834755713385666,,True,,15.824,18.576,True,0.15762643908585833
AWS@FY2016,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2016,FY2017,1,profit,segment operating income,USD bn,4.331,4.6922714471,4.3,80%,False,AMZN_2017_10K / AMZN_2018_10K / AMZN_2019_10K,"Usage grew rapidly while effective prices declined. Separate usage, price and product/customer mix.",,1.1291067507962467,,True,3.9685965201960003,5.415946374004,True,0.08289992862179964,,0.19331004066670265,,True,3.8699999999999997,4.7299999999999995,True,0.04925826221433071
AWS@FY2016,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2016,FY2018,2,revenue,segment operating income,USD bn,25.655,25.5210207883,24.7,80%,False,AMZN_2017_10K / AMZN_2018_10K / AMZN_2019_10K,"Usage grew rapidly while effective prices declined. Separate usage, price and product/customer mix.",0.005222343079321832,,True,,20.927237046406002,30.114804530193997,True,0.3581199564914439,0.03722471253167031,,True,,21.736,27.664,True,0.23106606899239918
AWS@FY2016,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2016,FY2018,2,profit,segment operating income,USD bn,7.296,6.7466851739,6.916,80%,False,AMZN_2017_10K / AMZN_2018_10K / AMZN_2019_10K,"Usage grew rapidly while effective prices declined. Separate usage, price and product/customer mix.",,2.003104089110852,,True,4.960213718719,8.533156629081,True,0.13926887196889495,,0.43890079906450663,,True,5.928000000000001,7.904,True,0.07702202299746634
AWS@FY2016,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2016,FY2019,3,revenue,segment operating income,USD bn,35.026,34.2143613974,34.2,80%,False,AMZN_2017_10K / AMZN_2018_10K / AMZN_2019_10K,"Usage grew rapidly while effective prices declined. Separate usage, price and product/customer mix.",0.02317246053217626,,True,,25.660771048049998,42.76795174675,True,0.488413769733912,0.023582481585108218,,True,,28.044000000000004,40.356,True,0.35151030662936095
AWS@FY2016,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2016,FY2019,3,profit,segment operating income,USD bn,9.201,9.2159108317,9.063,80%,False,AMZN_2017_10K / AMZN_2018_10K / AMZN_2019_10K,"Usage grew rapidly while effective prices declined. Separate usage, price and product/customer mix.",,0.6667394384683389,,True,5.7944746919600005,12.63734697144,True,0.19536550789356474,,0.2309427282590093,,True,7.182,10.944,True,0.1074059270256381
AWS@FY2018,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2018,FY2019,1,revenue,segment operating income,USD bn,35.026,35.9027023226,35.2,80%,False,AMZN_2018_10K / AMZN_2020_10K / AMZN_2021_10K,"AWS segment assets, property/equipment additions and depreciation allow an infrastructure proxy, but not standalone FCF.",0.025030044041569013,,True,,32.31243209034,39.49297255486,True,0.2050060088083138,0.0049677382515845225,,True,,32.38400000000001,38.016000000000005,True,0.16079483812025344
AWS@FY2018,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2018,FY2019,1,profit,segment operating income,USD bn,9.201,10.3898474093,9.328,80%,False,AMZN_2018_10K / AMZN_2020_10K / AMZN_2021_10K,"AWS segment assets, property/equipment additions and depreciation allow an infrastructure proxy, but not standalone FCF.",,2.6698435272660195,,True,8.953739316396,11.825955502204,True,0.08200240352332552,,0.23094272825900375,,True,8.447999999999999,10.208,True,0.05024838691257927
AWS@FY2018,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2018,FY2020,2,revenue,segment operating income,USD bn,45.37,47.7305853088,45.5,80%,False,AMZN_2018_10K / AMZN_2020_10K / AMZN_2021_10K,"AWS segment assets, property/equipment additions and depreciation allow an infrastructure proxy, but not standalone FCF.",0.05202965194622007,,True,,39.139079953216005,56.322090664384,True,0.3787306747006391,0.0028653295128940395,,True,,40.04,50.96000000000001,True,0.24068767908309477
AWS@FY2018,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2018,FY2020,2,profit,segment operating income,USD bn,13.531,14.0513596599,13.4225,80%,False,AMZN_2018_10K / AMZN_2020_10K / AMZN_2021_10K,"AWS segment assets, property/equipment additions and depreciation allow an infrastructure proxy, but not standalone FCF.",,0.38477123084942333,,True,10.710218688283998,17.392500631516,True,0.14728415127247085,,0.32367202997575784,,True,11.6025,15.2425,True,0.08022922636103154
AWS@FY2018,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2018,FY2021,3,revenue,segment operating income,USD bn,62.202,60.1139369625,61.0,80%,False,AMZN_2018_10K / AMZN_2020_10K / AMZN_2021_10K,"AWS segment assets, property/equipment additions and depreciation allow an infrastructure proxy, but not standalone FCF.",0.03356906590624095,,True,,45.085452721875,75.142421203125,True,0.48321546704687945,0.019324137487540565,,True,,50.02,71.97999999999999,True,0.3530433105044852
AWS@FY2018,calibration,point-and-interval,Amazon AWS,platform-usage-adoption,FY2018,FY2021,3,profit,segment operating income,USD bn,18.532,17.9974519536,17.995,80%,False,AMZN_2018_10K / AMZN_2020_10K / AMZN_2021_10K,"AWS segment assets, property/equipment additions and depreciation allow an infrastructure proxy, but not standalone FCF.",,0.14564656284128397,,True,11.986058257349999,24.00884564985,True,0.19328618681875182,,0.29325423619818713,,True,14.64,21.35,True,0.10787434487637056
AWS@FY2020,holdout,point-and-interval,Amazon AWS,platform-usage-adoption,FY2020,FY2021,1,revenue,segment operating income,USD bn,62.202,55.592926015,61.5,80%,True,AMZN_2020_10K / AMZN_2021_10K / AMZN_2022_10K / AMZN_2023_10K,Server useful life changed from three to four years. Show reported and normalized operating margin; standalone FCF/ROIC requires a human allocation bridge.,0.10625179230571356,,True,,50.033633413500006,61.15221861650001,False,0.3475193569017058,0.01128581074563516,,True,,56.580000000000005,66.42,True,0.15819427028069832
AWS@FY2020,holdout,point-and-interval,Amazon AWS,platform-usage-adoption,FY2020,FY2021,1,profit,segment operating income,USD bn,18.532,16.8578165566,18.1425,80%,True,AMZN_2020_10K / AMZN_2021_10K / AMZN_2022_10K / AMZN_2023_10K,Server useful life changed from three to four years. Show reported and normalized operating margin; standalone FCF/ROIC requires a human allocation bridge.,,0.5304177936774235,,True,14.634099516,19.0815335972,True,0.07149985661554292,,0.2932542361981927,,True,16.912499999999998,19.3725,True,0.03954856757017461
AWS@FY2020,holdout,point-and-interval,Amazon AWS,platform-usage-adoption,FY2020,FY2022,2,revenue,segment operating income,USD bn,80.096,64.2278124129,79.0,80%,True,AMZN_2020_10K / AMZN_2021_10K / AMZN_2022_10K / AMZN_2023_10K,Server useful life changed from three to four years. Show reported and normalized operating margin; standalone FCF/ROIC requires a human allocation bridge.,0.19811460730997815,,True,,52.666806178578,75.78881864722199,False,0.8264311076261505,0.013683579704354819,,True,,69.52,88.48,True,0.23671594087095493
AWS@FY2020,holdout,point-and-interval,Amazon AWS,platform-usage-adoption,FY2020,FY2022,2,profit,segment operating income,USD bn,22.841,19.7973702502,22.515,80%,True,AMZN_2020_10K / AMZN_2021_10K / AMZN_2022_10K / AMZN_2023_10K,Server useful life changed from three to four years. Show reported and normalized operating margin; standalone FCF/ROIC requires a human allocation bridge.,,2.306642465483777,,True,15.301423381296999,24.293317119103,True,0.1122639549766031,,0.017029564522569318,,True,20.145,24.885,True,0.05917898521773873
AWS@FY2020,holdout,point-and-interval,Amazon AWS,platform-usage-adoption,FY2020,FY2023,3,revenue,segment operating income,USD bn,90.757,73.8619842749,91.0,80%,True,AMZN_2020_10K / AMZN_2021_10K / AMZN_2022_10K / AMZN_2023_10K,Server useful life changed from three to four years. Show reported and normalized operating margin; standalone FCF/ROIC requires a human allocation bridge.,0.18615661298963174,,True,,55.39648820617499,92.327480343625,True,0.4069216935051842,0.002677479423074749,,True,,74.62,107.38,True,0.3609638925923068
AWS@FY2020,holdout,point-and-interval,Amazon AWS,platform-usage-adoption,FY2020,FY2023,3,profit,segment operating income,USD bn,24.631,23.1362857091,24.57,80%,True,AMZN_2020_10K / AMZN_2021_10K / AMZN_2022_10K / AMZN_2023_10K,Server useful life changed from three to four years. Show reported and normalized operating margin; standalone FCF/ROIC requires a human allocation bridge.,,4.1841676391272395,,True,15.75008728161,30.522484136590002,True,0.16276867740207368,,0.13950439084588484,,True,20.93,28.21,True,0.080214198353846
AWS@FY2022,holdout,point-and-interval-with-regime-tail,Amazon AWS,platform-usage-adoption,FY2022,FY2023,1,revenue,segment operating income,USD bn,90.757,97.5309478563,91.0,80%,True,AMZN_2022_10K / AMZN_2023_10K / AMZN_2024_10K / AMZN_2025_10K,"Customer cost optimization was visible. Generative-AI acceleration remained a discrete regime tail, not a deterministic base forecast.",0.07463829628899145,,True,,87.77785307067,107.28404264193001,True,0.2149276592577984,0.002677479423074749,,True,,83.72,98.28,True,0.160428396707692
AWS@FY2022,holdout,point-and-interval-with-regime-tail,Amazon AWS,platform-usage-adoption,FY2022,FY2023,1,profit,segment operating income,USD bn,24.631,28.300583974,24.57,80%,True,AMZN_2022_10K / AMZN_2023_10K / AMZN_2024_10K / AMZN_2025_10K,"Customer cost optimization was visible. Generative-AI acceleration remained a discrete regime tail, not a deterministic base forecast.",,1.8775251736544707,,True,24.399346059747998,32.201821888252,True,0.08597106370311933,,0.13950439084588484,,True,21.84,27.3,True,0.060160648765384496
AWS@FY2022,holdout,point-and-interval-with-regime-tail,Amazon AWS,platform-usage-adoption,FY2022,FY2024,2,revenue,segment operating income,USD bn,107.556,112.1605900348,104.0,90%,True,AMZN_2022_10K / AMZN_2023_10K / AMZN_2024_10K / AMZN_2025_10K,"Customer cost optimization was visible. Generative-AI acceleration remained a discrete regime tail, not a deterministic base forecast.",0.04281109407936329,,True,,91.971683828536,132.34949624106397,True,0.37541199386857055,0.03306184685187249,,True,,85.28,122.72,True,0.34809773513332587
AWS@FY2022,holdout,point-and-interval-with-regime-tail,Amazon AWS,platform-usage-adoption,FY2022,FY2024,2,profit,segment operating income,USD bn,39.834,33.1064745203,33.28,90%,True,AMZN_2022_10K / AMZN_2023_10K / AMZN_2024_10K / AMZN_2025_10K,"Customer cost optimization was visible. Generative-AI acceleration remained a discrete regime tail, not a deterministic base forecast.",,7.518561197512335,,True,25.255233217863996,40.957715822736,True,0.1459935531711109,,5.035590762021647,,True,26.0,40.56,True,0.13537134144073787
AWS@FY2022,holdout,point-and-interval-with-regime-tail,Amazon AWS,platform-usage-adoption,FY2022,FY2025,3,revenue,segment operating income,USD bn,128.725,128.98467854,119.0,90%,True,AMZN_2022_10K / AMZN_2023_10K / AMZN_2024_10K / AMZN_2025_10K,"Customer cost optimization was visible. Generative-AI acceleration remained a discrete regime tail, not a deterministic base forecast.",0.002017312410176812,,True,,96.738508905,161.230848175,True,0.5010086562050884,0.0755486502233443,,True,,83.3,154.70000000000002,True,0.5546708098659936
AWS@FY2022,holdout,point-and-interval-with-regime-tail,Amazon AWS,platform-usage-adoption,FY2022,FY2025,3,profit,segment operating income,USD bn,45.606,38.7173690911,40.46,90%,True,AMZN_2022_10K / AMZN_2023_10K / AMZN_2024_10K / AMZN_2025_10K,"Customer cost optimization was visible. Generative-AI acceleration remained a discrete regime tail, not a deterministic base forecast.",,5.411985778228484,,True,25.818901237099993,51.6158369451,True,0.20040346248203542,,1.429015342785006,,True,30.94,49.980000000000004,True,0.14791221596426493
